phone_id,battery_power,clock_speed,m_dep,mobile_wt,n_cores,ram,talk_time,price_range,sc_h,sc_w,blue,dual_sim,four_g,touch_screen,wifi,int_memory,total_camera,total_pixels,screen_ratio,memory_per_core,battery_talk_ratio
500,857,2.0,0.2,195,7,3100,13,2,17,5,1,1,0,1,0,17,12,148836,3.4,442.85714285714283,65.92307692307692
501,1902,2.8,0.8,124,8,343,18,0,11,8,0,1,0,1,0,50,15,1590806,1.375,42.875,105.66666666666667
502,1225,2.4,0.1,155,5,1970,15,1,16,8,1,0,0,1,0,15,0,824880,2.0,394.0,81.66666666666667
503,1066,1.6,0.6,131,5,2728,17,2,6,0,0,0,0,1,1,39,22,635986,inf,545.6,62.705882352941174
504,1554,0.5,1.0,124,3,3635,18,3,7,4,1,1,0,0,0,5,23,623705,1.75,1211.6666666666667,86.33333333333333
505,1337,0.5,0.8,186,2,2180,16,1,7,4,0,0,0,0,1,31,33,30912,1.75,1090.0,83.5625
506,1926,1.7,0.4,172,3,2488,14,2,6,1,1,1,1,0,0,33,3,1136174,6.0,829.3333333333334,137.57142857142858
507,869,1.3,0.1,104,2,3864,11,3,13,3,0,1,0,0,0,34,7,257642,4.333333333333333,1932.0,79.0
508,1278,0.5,0.1,104,8,1155,20,0,7,1,1,1,0,0,1,54,17,435750,7.0,144.375,63.9
509,1773,2.5,0.6,170,6,3566,13,3,17,6,1,0,1,0,1,32,34,1788480,2.8333333333333335,594.3333333333334,136.3846153846154
510,1661,0.8,1.0,109,7,864,2,1,9,8,1,1,1,0,1,6,3,794178,1.125,123.42857142857143,830.5
511,1438,2.2,0.6,176,7,869,9,0,19,13,0,0,1,1,1,32,6,1135829,1.4615384615384615,124.14285714285714,159.77777777777777
512,1661,1.4,0.3,119,2,591,9,0,9,2,1,0,0,1,1,29,0,461496,4.5,295.5,184.55555555555554
513,1846,0.6,0.7,159,1,1333,11,1,15,6,1,0,0,1,1,19,3,64159,2.5,1333.0,167.8181818181818
514,1260,2.0,0.2,123,7,2208,10,2,12,11,1,1,1,0,1,23,12,1188265,1.0909090909090908,315.42857142857144,126.0
515,512,0.5,0.9,83,3,2610,15,2,18,14,1,1,0,1,1,15,22,460401,1.2857142857142858,870.0,34.13333333333333
516,581,2.2,0.7,185,5,2819,9,2,19,17,0,0,0,0,1,59,6,1295239,1.1176470588235294,563.8,64.55555555555556
517,1872,2.3,0.7,134,3,1955,15,2,9,4,1,0,0,0,1,44,21,577881,2.25,651.6666666666666,124.8
518,687,1.3,0.6,151,4,3416,8,3,14,6,1,0,1,1,0,50,29,672184,2.3333333333333335,854.0,85.875
519,1062,2.5,0.9,160,1,3803,16,3,7,3,1,1,0,0,1,10,19,2883972,2.3333333333333335,3803.0,66.375
520,1678,2.3,0.5,192,1,574,19,0,5,3,1,1,0,0,0,7,25,736934,1.6666666666666667,574.0,88.3157894736842
521,1417,0.5,0.9,166,4,2129,12,1,13,9,1,0,1,0,1,45,29,374556,1.4444444444444444,532.25,118.08333333333333
522,1074,2.4,0.9,103,6,1948,18,1,13,1,0,1,1,1,1,9,16,900592,13.0,324.6666666666667,59.666666666666664
523,1832,0.7,0.6,90,7,2978,18,2,18,7,0,0,0,0,0,2,8,121644,2.5714285714285716,425.42857142857144,101.77777777777777
524,1039,1.3,0.8,200,8,1619,10,1,7,1,0,0,1,1,1,12,0,2608956,7.0,202.375,103.9
525,1059,2.4,0.1,134,3,3716,11,3,15,13,0,0,0,1,0,61,26,3090508,1.1538461538461537,1238.6666666666667,96.27272727272727
526,1606,1.4,0.1,154,4,3454,20,3,13,8,0,0,0,0,1,57,7,2168348,1.625,863.5,80.3
527,1928,1.8,1.0,187,3,3777,13,3,7,2,1,0,1,1,1,19,29,1091780,3.5,1259.0,148.30769230769232
528,1875,0.5,0.7,91,1,2712,6,3,7,2,1,1,1,0,1,55,28,3499484,3.5,2712.0,312.5
529,1128,1.1,0.9,135,8,1434,11,1,5,0,1,0,1,0,0,46,19,1188082,inf,179.25,102.54545454545455
530,1748,1.7,0.5,146,3,3968,3,3,16,12,0,1,1,0,1,14,13,1060006,1.3333333333333333,1322.6666666666667,582.6666666666666
531,1413,0.5,0.3,117,5,3383,2,3,16,5,0,1,0,0,0,51,16,96679,3.2,676.6,706.5
532,825,0.5,0.1,86,2,3278,2,3,8,6,0,1,1,0,1,23,0,394902,1.3333333333333333,1639.0,412.5
533,1589,1.4,0.1,100,8,3970,18,3,16,8,1,0,1,0,1,26,19,2942807,2.0,496.25,88.27777777777777
534,535,0.5,0.5,145,8,2674,10,2,14,8,1,1,1,0,0,54,23,666690,1.75,334.25,53.5
535,1780,0.5,0.1,190,4,2776,14,3,19,17,1,0,0,1,1,27,17,1947253,1.1176470588235294,694.0,127.14285714285714
536,1671,0.6,0.1,129,2,2336,7,2,10,4,0,1,1,0,0,61,18,223024,2.5,1168.0,238.71428571428572
537,1821,0.9,0.3,114,1,2430,6,2,7,4,0,0,1,1,1,12,27,174891,1.75,2430.0,303.5
538,1076,2.6,0.7,119,6,891,9,0,18,3,1,0,1,1,0,38,11,118035,6.0,148.5,119.55555555555556
539,532,0.8,0.1,193,5,728,8,0,13,5,1,1,0,1,0,8,13,1642402,2.6,145.6,66.5
540,777,2.6,0.9,148,5,3886,7,3,14,10,1,0,0,0,0,30,20,216027,1.4,777.2,111.0
541,1217,0.5,0.5,182,4,1711,9,1,7,3,1,0,0,0,1,17,16,396896,2.3333333333333335,427.75,135.22222222222223
542,1656,1.6,1.0,117,7,2856,20,2,14,3,1,1,0,1,1,16,2,287680,4.666666666666667,408.0,82.8
543,1185,1.9,0.4,152,8,2447,3,2,16,2,0,0,0,1,1,31,7,1374354,8.0,305.875,395.0
544,577,2.4,0.9,161,6,814,19,0,11,7,0,0,1,1,1,37,28,1576150,1.5714285714285714,135.66666666666666,30.36842105263158
545,737,2.4,0.6,193,4,2951,10,2,7,0,1,1,0,1,0,49,23,1142603,inf,737.75,73.7
546,704,2.2,0.2,186,6,3653,15,2,7,1,0,1,0,1,1,53,10,254263,7.0,608.8333333333334,46.93333333333333
547,525,0.5,0.5,137,8,1891,12,1,18,3,1,1,0,1,0,51,16,415794,6.0,236.375,43.75
548,504,0.5,0.1,166,1,701,15,0,17,15,1,1,0,0,1,16,14,1277055,1.1333333333333333,701.0,33.6
549,793,1.2,0.6,176,4,3139,12,3,6,1,0,1,1,1,1,38,8,2225190,6.0,784.75,66.08333333333333
550,569,0.6,0.1,184,8,2811,7,1,7,6,0,1,0,0,1,39,11,287471,1.1666666666666667,351.375,81.28571428571429
551,1590,1.9,1.0,160,5,1701,4,1,11,4,0,1,1,0,1,21,21,885960,2.75,340.2,397.5
552,707,0.5,0.1,194,2,1853,12,1,17,14,0,0,1,1,1,16,0,1548716,1.2142857142857142,926.5,58.916666666666664
553,767,1.9,0.2,185,6,2445,6,1,6,1,0,0,1,1,1,19,33,271000,6.0,407.5,127.83333333333333
554,1350,0.5,0.8,181,8,2287,8,1,15,1,1,1,1,1,0,50,4,200736,15.0,285.875,168.75
555,1117,0.6,0.2,146,2,2003,14,2,8,7,1,1,0,1,1,31,7,2046766,1.1428571428571428,1001.5,79.78571428571429
556,641,1.1,0.9,192,1,3595,19,2,7,5,1,0,1,1,1,7,3,316503,1.4,3595.0,33.73684210526316
557,1002,0.8,0.5,83,2,1726,19,1,16,5,0,1,1,0,1,35,4,1904520,3.2,863.0,52.73684210526316
558,1408,2.1,0.9,89,5,3952,3,3,8,6,1,1,0,0,1,45,24,666944,1.3333333333333333,790.4,469.3333333333333
559,1900,2.0,0.5,190,8,850,4,1,5,1,1,1,0,1,1,41,7,1455552,5.0,106.25,475.0
560,726,2.9,0.1,101,8,1446,8,0,17,2,0,0,0,1,0,43,0,506160,8.5,180.75,90.75
561,1544,2.3,0.1,113,8,1300,18,1,8,7,0,0,1,1,0,45,32,202252,1.1428571428571428,162.5,85.77777777777777
562,1454,1.6,0.2,160,4,719,10,0,14,10,1,0,1,1,1,21,16,204600,1.4,179.75,145.4
563,1230,2.2,0.8,123,5,988,9,0,11,5,1,1,0,1,1,26,13,281216,2.2,197.6,136.66666666666666
564,1552,1.2,0.3,180,8,2606,12,2,13,6,0,0,1,0,0,53,28,282940,2.1666666666666665,325.75,129.33333333333334
565,1519,2.1,0.7,200,1,2912,15,2,11,10,0,0,0,1,0,32,10,208152,1.1,2912.0,101.26666666666667
566,723,1.9,0.3,102,1,2339,17,2,19,9,1,0,0,1,1,30,11,2788767,2.111111111111111,2339.0,42.529411764705884
567,1191,2.4,0.9,169,1,1028,8,0,14,6,0,1,0,1,1,13,9,324527,2.3333333333333335,1028.0,148.875
568,1168,1.3,0.1,90,8,3173,17,3,9,4,0,0,0,0,1,61,19,250902,2.25,396.625,68.70588235294117
569,1229,0.5,0.8,191,2,1667,17,1,17,6,0,1,0,0,1,14,31,225360,2.8333333333333335,833.5,72.29411764705883
570,1758,0.5,0.6,190,8,1897,15,2,6,2,1,0,1,0,0,13,25,1420368,3.0,237.125,117.2
571,1290,0.5,0.1,143,6,1214,15,1,9,8,0,0,0,1,1,3,4,665400,1.125,202.33333333333334,86.0
572,574,2.8,0.1,90,6,3269,10,2,8,7,0,1,0,1,0,38,33,334906,1.1428571428571428,544.8333333333334,57.4
573,1271,0.5,0.1,113,7,445,14,0,15,14,1,0,0,0,1,32,27,2631150,1.0714285714285714,63.57142857142857,90.78571428571429
574,1170,1.2,0.4,83,8,1073,8,0,6,4,1,0,0,1,0,30,19,46494,1.5,134.125,146.25
575,1269,1.3,0.8,118,2,665,5,1,18,5,1,0,0,0,0,52,29,3066240,3.6,332.5,253.8
576,1288,2.8,0.1,121,2,3129,2,3,17,6,0,1,0,0,0,50,35,2129193,2.8333333333333335,1564.5,644.0
577,1366,0.7,0.1,150,2,3501,3,3,13,11,1,1,1,0,0,34,9,387528,1.1818181818181819,1750.5,455.3333333333333
578,1572,0.8,0.8,169,5,3461,10,3,6,3,1,1,1,1,1,8,15,713749,2.0,692.2,157.2
579,1627,0.9,0.1,180,6,3206,16,3,12,6,0,1,1,1,0,32,25,56264,2.0,534.3333333333334,101.6875
580,1701,0.5,0.9,115,2,3717,10,3,11,0,1,0,1,1,0,46,28,301392,inf,1858.5,170.1
581,1900,0.5,0.9,171,1,3917,18,3,15,5,1,1,1,0,1,55,1,1159094,3.0,3917.0,105.55555555555556
582,1974,1.0,0.3,80,7,861,6,0,7,4,0,0,0,0,1,24,17,136250,1.75,123.0,329.0
583,1197,0.5,0.1,129,5,2885,14,2,19,7,1,1,0,1,1,20,19,365940,2.7142857142857144,577.0,85.5
584,587,2.3,0.7,170,1,2777,14,2,9,2,1,1,0,1,0,6,20,1097316,4.5,2777.0,41.92857142857143
585,934,1.1,0.8,112,5,1017,9,0,12,7,0,0,0,0,1,24,19,1625393,1.7142857142857142,203.4,103.77777777777777
586,1195,2.0,0.1,82,4,980,17,0,13,9,0,1,1,0,0,23,10,179300,1.4444444444444444,245.0,70.29411764705883
587,1853,1.0,0.4,92,1,2775,17,3,14,4,1,0,0,0,0,23,17,394102,3.5,2775.0,109.0
588,1164,1.0,0.9,95,8,3309,3,3,15,3,0,0,1,0,1,19,22,1242216,5.0,413.625,388.0
589,1512,0.5,0.1,88,3,3607,6,3,12,10,1,0,1,1,1,18,25,2046863,1.2,1202.3333333333333,252.0
590,1232,2.9,0.3,169,5,1257,16,0,16,10,0,1,1,0,0,24,18,292049,1.6,251.4,77.0
591,1813,0.6,0.2,198,3,759,14,0,9,3,1,1,1,1,0,5,8,441428,3.0,253.0,129.5
592,946,2.6,0.1,166,3,3720,4,3,15,7,1,1,0,1,0,5,37,3007158,2.142857142857143,1240.0,236.5
593,739,2.3,0.1,88,3,475,6,0,7,6,1,1,1,0,1,58,6,1615872,1.1666666666666667,158.33333333333334,123.16666666666667
594,704,2.7,0.2,80,1,1122,10,0,9,3,1,0,1,1,1,29,18,1671972,3.0,1122.0,70.4
595,1663,0.5,0.6,147,4,1336,15,1,8,5,1,0,0,0,0,40,15,1469295,1.6,334.0,110.86666666666666
596,1966,1.4,0.9,185,8,1185,20,2,11,2,1,1,0,1,0,40,20,2378439,5.5,148.125,98.3
597,1219,1.0,0.7,196,5,705,6,0,11,3,0,1,0,1,1,17,4,483406,3.6666666666666665,141.0,203.16666666666666
598,612,0.7,0.6,181,5,3169,6,2,14,9,1,0,0,0,0,35,18,1730078,1.5555555555555556,633.8,102.0
599,1658,1.4,0.7,182,1,3483,15,3,10,1,1,0,1,0,1,39,5,214020,10.0,3483.0,110.53333333333333
600,1263,0.5,0.3,175,5,1183,17,1,14,3,0,0,0,0,1,64,30,335174,4.666666666666667,236.6,74.29411764705883
601,1395,2.8,0.6,118,3,3373,16,3,11,2,1,0,1,1,0,55,1,1397434,5.5,1124.3333333333333,87.1875
602,621,2.7,0.1,151,4,2801,5,2,6,1,1,1,0,1,1,54,20,394940,6.0,700.25,124.2
603,652,0.5,0.6,142,3,565,9,0,18,12,0,1,0,0,1,58,3,362384,1.5,188.33333333333334,72.44444444444444
604,1175,0.6,0.1,145,2,3153,12,2,9,4,0,0,0,0,0,25,22,205637,2.25,1576.5,97.91666666666667
605,561,1.0,0.1,163,8,3421,5,2,16,2,1,0,0,1,1,11,10,578592,8.0,427.625,112.2
606,1137,2.2,0.9,173,5,316,17,0,15,14,0,0,1,0,0,3,13,1606250,1.0714285714285714,63.2,66.88235294117646
607,1835,2.3,0.1,193,7,448,14,0,18,17,1,0,1,0,0,11,17,224455,1.0588235294117647,64.0,131.07142857142858
608,1170,2.9,0.4,169,6,2366,2,1,16,8,0,1,0,1,1,40,7,292068,2.0,394.3333333333333,585.0
609,1595,0.8,0.7,85,4,3881,9,3,14,10,1,1,1,0,1,44,20,1882112,1.4,970.25,177.22222222222223
610,1719,2.0,0.3,122,8,462,5,0,6,3,1,0,0,0,0,12,7,216960,2.0,57.75,343.8
611,1770,2.3,0.8,128,7,1480,17,1,6,1,0,1,0,0,0,7,6,1375072,6.0,211.42857142857142,104.11764705882354
612,1312,0.5,0.8,163,2,1087,14,1,17,16,0,1,1,0,0,28,0,2285982,1.0625,543.5,93.71428571428571
613,1878,1.5,0.3,139,5,2711,3,2,8,2,0,1,1,1,1,56,18,102297,4.0,542.2,626.0
614,1871,2.0,0.1,81,7,2144,12,2,13,12,1,0,1,1,1,20,21,148016,1.0833333333333333,306.2857142857143,155.91666666666666
615,922,1.5,0.9,188,7,1165,4,0,19,6,0,1,1,1,1,35,16,1405128,3.1666666666666665,166.42857142857142,230.5
616,1975,1.5,0.9,128,8,2998,13,2,5,4,1,0,1,1,0,16,17,52400,1.25,374.75,151.92307692307693
617,1212,2.6,0.3,102,4,2249,4,2,14,3,0,0,1,1,1,46,9,1047865,4.666666666666667,562.25,303.0
618,1430,0.9,0.1,179,3,752,17,0,17,8,1,0,0,0,1,56,8,515514,2.125,250.66666666666666,84.11764705882354
619,1958,1.9,0.2,190,2,1409,3,1,16,5,1,1,0,0,0,4,3,193648,3.2,704.5,652.6666666666666
620,1836,2.1,0.2,184,7,3072,5,3,7,3,1,1,1,1,0,30,15,339480,2.3333333333333335,438.85714285714283,367.2
621,557,1.6,0.5,125,3,1305,3,0,12,8,1,0,0,0,1,24,0,1487265,1.5,435.0,185.66666666666666
622,539,0.6,0.1,145,7,3597,9,2,14,5,1,1,0,0,0,21,23,330049,2.8,513.8571428571429,59.888888888888886
623,880,0.5,0.5,172,8,3132,6,2,8,7,0,1,0,1,1,44,16,567672,1.1428571428571428,391.5,146.66666666666666
624,1369,1.8,0.5,162,1,3856,18,3,18,4,1,1,0,1,1,34,13,402031,4.5,3856.0,76.05555555555556
625,1109,2.7,0.4,98,1,1524,7,1,15,10,1,1,0,1,1,39,10,2485717,1.5,1524.0,158.42857142857142
626,843,1.8,0.1,166,5,3673,20,3,12,1,0,1,0,0,1,16,6,1075176,12.0,734.6,42.15
627,598,2.3,0.7,196,2,3293,7,2,8,4,0,1,0,0,1,21,17,797640,2.0,1646.5,85.42857142857143
628,972,2.7,1.0,126,4,3035,19,2,12,7,1,1,0,0,1,5,3,560592,1.7142857142857142,758.75,51.1578947368421
629,1944,0.5,0.1,197,6,584,13,1,17,14,1,0,1,1,0,36,23,2088200,1.2142857142857142,97.33333333333333,149.53846153846155
630,1225,0.7,0.6,138,7,2675,15,2,12,11,0,1,1,1,0,2,1,238917,1.0909090909090908,382.14285714285717,81.66666666666667
631,644,1.3,0.5,114,1,2382,19,2,9,0,1,1,1,0,1,30,23,1885560,inf,2382.0,33.89473684210526
632,1919,1.5,0.8,150,4,1391,12,1,19,13,0,0,1,0,1,48,11,362064,1.4615384615384615,347.75,159.91666666666666
633,501,2.3,0.3,131,4,2346,2,1,13,12,0,0,1,0,1,54,31,548856,1.0833333333333333,586.5,250.5
634,1620,2.2,0.2,185,3,606,18,0,6,0,1,1,1,0,0,30,3,859456,inf,202.0,90.0
635,1227,1.1,0.2,130,3,1324,12,1,7,3,1,1,0,1,1,34,3,1665235,2.3333333333333335,441.3333333333333,102.25
636,1359,0.5,0.5,107,6,1076,4,0,16,8,1,1,1,1,1,58,4,401846,2.0,179.33333333333334,339.75
637,1914,0.7,0.6,118,8,643,8,1,17,1,0,0,0,0,1,35,3,1602342,17.0,80.375,239.25
638,1645,1.8,0.7,123,7,783,20,0,10,8,1,0,0,0,0,21,3,1173276,1.25,111.85714285714286,82.25
639,1063,1.1,0.8,101,5,3809,5,3,17,16,1,0,1,0,1,26,2,1488256,1.0625,761.8,212.6
640,946,2.1,0.2,154,8,2104,16,1,7,4,0,0,1,1,0,19,0,100170,1.75,263.0,59.125
641,1231,1.2,0.8,185,3,1762,6,1,5,3,0,1,0,1,0,54,15,748288,1.6666666666666667,587.3333333333334,205.16666666666666
642,1397,2.9,0.5,87,6,3137,11,3,12,1,0,1,0,1,1,9,31,2604228,12.0,522.8333333333334,127.0
643,701,0.7,0.5,160,3,1756,17,1,6,3,1,0,0,1,1,15,18,1258512,2.0,585.3333333333334,41.23529411764706
644,570,0.5,0.3,111,7,3663,14,3,14,10,1,1,0,0,0,9,7,2551527,1.4,523.2857142857143,40.714285714285715
645,1993,0.5,0.3,147,8,2437,9,2,14,0,1,0,1,0,0,27,21,76500,inf,304.625,221.44444444444446
646,955,0.5,0.9,143,5,1432,9,1,12,9,0,1,0,1,1,43,12,1885728,1.3333333333333333,286.4,106.11111111111111
647,924,0.5,0.3,167,8,1620,12,1,17,15,0,1,1,0,0,47,6,195804,1.1333333333333333,202.5,77.0
648,600,0.5,0.8,112,5,1655,9,0,18,0,0,0,0,0,0,14,2,239040,inf,331.0,66.66666666666667
649,518,0.8,0.1,178,7,2832,8,2,5,0,0,1,0,0,1,3,1,850839,inf,404.57142857142856,64.75
650,1063,2.5,0.9,95,6,961,5,0,16,6,1,0,1,1,0,31,10,275825,2.6666666666666665,160.16666666666666,212.6
651,920,0.5,0.8,149,3,2608,2,2,6,0,1,0,0,0,1,46,5,1503418,inf,869.3333333333334,460.0
652,1715,1.9,0.1,171,5,514,13,0,7,4,0,0,1,0,0,3,10,130508,1.75,102.8,131.92307692307693
653,1841,1.3,0.6,167,8,2304,18,2,7,1,1,1,0,0,1,14,14,398496,7.0,288.0,102.27777777777777
654,543,0.5,0.7,132,5,933,5,0,14,0,1,1,1,1,0,60,11,714483,inf,186.6,108.6
655,1762,2.7,0.9,189,1,1896,20,1,14,10,1,1,1,1,1,25,27,158100,1.4,1896.0,88.1
656,1112,0.5,0.6,121,4,3655,20,3,7,3,1,1,0,1,0,53,17,172926,2.3333333333333335,913.75,55.6
657,709,2.0,0.1,136,1,1973,16,1,12,9,1,1,0,1,1,35,0,2465820,1.3333333333333333,1973.0,44.3125
658,1315,2.6,0.8,128,7,3278,13,2,6,3,1,0,0,0,0,64,23,33925,2.0,468.2857142857143,101.15384615384616
659,1762,2.5,0.3,107,8,2183,11,2,8,3,1,0,1,1,0,15,21,1504492,2.6666666666666665,272.875,160.1818181818182
660,1462,1.7,0.2,182,7,824,13,0,15,5,1,1,0,0,1,25,19,134498,3.0,117.71428571428571,112.46153846153847
661,571,1.6,0.2,186,7,2598,8,1,13,5,0,1,0,1,0,35,28,226914,2.6,371.14285714285717,71.375
662,666,0.5,0.4,81,3,1254,9,0,15,9,1,1,1,1,1,54,20,78474,1.6666666666666667,418.0,74.0
663,1994,1.5,0.5,146,8,3622,20,3,7,0,0,1,1,0,1,7,9,641445,inf,452.75,99.7
664,1583,2.1,0.7,148,7,1704,2,2,17,13,1,1,0,0,1,14,27,1555242,1.3076923076923077,243.42857142857142,791.5
665,1778,1.4,1.0,132,4,1624,9,1,15,13,0,1,1,1,0,45,20,45408,1.1538461538461537,406.0,197.55555555555554
666,1926,1.1,0.2,179,6,3809,17,3,17,12,1,0,1,1,0,50,30,371000,1.4166666666666667,634.8333333333334,113.29411764705883
667,966,0.6,0.2,117,4,2574,5,2,10,1,1,0,1,0,1,50,19,2536284,10.0,643.5,193.2
668,568,2.0,0.3,179,3,950,9,0,17,9,0,0,0,0,0,36,5,308243,1.8888888888888888,316.6666666666667,63.111111111111114
669,1897,3.0,0.5,192,8,273,3,0,17,6,0,0,1,1,1,21,3,2536785,2.8333333333333335,34.125,632.3333333333334
670,1695,0.5,0.7,200,3,446,15,1,16,13,0,1,1,1,1,46,15,3399318,1.2307692307692308,148.66666666666666,113.0
671,1623,1.2,0.9,120,7,1510,17,2,12,10,1,0,1,1,0,61,18,2872576,1.2,215.71428571428572,95.47058823529412
672,914,0.5,0.7,147,4,1122,2,0,12,9,1,0,1,1,1,26,0,509026,1.3333333333333333,280.5,457.0
673,1721,0.5,0.5,128,4,707,5,0,19,2,1,1,1,1,1,33,9,912808,9.5,176.75,344.2
674,890,2.2,0.5,198,8,751,3,0,7,3,1,1,0,0,0,44,17,2011602,2.3333333333333335,93.875,296.6666666666667
675,600,0.5,0.8,191,3,3393,8,2,12,7,0,0,0,0,0,48,8,733965,1.7142857142857142,1131.0,75.0
676,1677,1.8,0.7,124,6,3771,12,3,15,6,0,1,0,0,0,11,12,400267,2.5,628.5,139.75
677,723,0.5,0.2,168,4,1851,16,1,15,3,0,0,1,0,0,3,3,1608160,5.0,462.75,45.1875
678,638,1.7,0.5,102,4,2735,9,2,7,2,0,1,0,1,0,27,28,1619493,3.5,683.75,70.88888888888889
679,852,1.0,0.7,104,7,2253,7,1,17,4,0,1,1,1,0,62,17,339587,4.25,321.85714285714283,121.71428571428571
680,1979,1.6,0.2,165,7,452,14,0,13,6,1,1,0,1,0,32,1,1357790,2.1666666666666665,64.57142857142857,141.35714285714286
681,710,0.5,0.8,151,5,1419,18,0,12,11,1,0,0,1,0,32,15,415645,1.0909090909090908,283.8,39.44444444444444
682,1034,2.6,0.3,190,3,969,7,0,15,1,0,1,1,0,0,45,6,235326,15.0,323.0,147.71428571428572
683,600,2.5,0.1,145,1,3441,5,2,19,1,0,1,1,0,0,22,19,240534,19.0,3441.0,120.0
684,1027,0.5,0.9,103,2,3786,12,3,17,12,0,0,1,0,0,64,9,2966406,1.4166666666666667,1893.0,85.58333333333333
685,1260,0.6,1.0,106,6,2710,8,2,13,1,0,0,1,1,0,13,11,121440,13.0,451.6666666666667,157.5
686,1793,1.8,0.5,169,6,3533,15,3,16,14,0,1,0,1,1,12,27,1539948,1.1428571428571428,588.8333333333334,119.53333333333333
687,675,2.3,0.9,144,5,1735,13,0,7,0,0,0,0,0,1,60,25,145344,inf,347.0,51.92307692307692
688,658,2.7,0.9,103,7,3587,20,3,14,11,1,0,1,0,0,12,3,2023000,1.2727272727272727,512.4285714285714,32.9
689,1694,0.6,0.3,102,7,2298,2,2,17,5,1,0,1,1,0,34,7,206973,3.4,328.2857142857143,847.0
690,804,0.8,0.9,89,1,2027,11,1,11,5,1,1,1,0,0,41,25,579962,2.2,2027.0,73.0909090909091
691,1713,2.5,0.9,127,7,2406,20,2,13,10,0,1,0,0,1,27,4,710046,1.3,343.7142857142857,85.65
692,706,0.5,0.1,108,3,2419,4,1,8,7,0,0,1,0,1,31,32,509334,1.1428571428571428,806.3333333333334,176.5
693,1362,0.5,0.8,131,7,995,18,0,7,6,0,0,0,1,1,25,12,832265,1.1666666666666667,142.14285714285714,75.66666666666667
694,1527,2.7,0.1,154,5,2078,11,2,5,3,0,0,1,1,1,60,24,587016,1.6666666666666667,415.6,138.8181818181818
695,768,0.5,0.9,159,2,1145,7,0,19,1,0,1,0,0,1,19,1,631267,19.0,572.5,109.71428571428571
696,1314,2.9,0.1,155,4,626,4,0,10,4,0,1,1,1,1,41,20,65201,2.5,156.5,328.5
697,705,0.5,0.9,155,6,1509,18,1,15,11,1,0,1,1,1,57,14,1530636,1.3636363636363635,251.5,39.166666666666664
698,1403,2.7,0.1,164,5,3371,9,3,13,9,0,0,1,0,1,26,5,576711,1.4444444444444444,674.2,155.88888888888889
699,1486,2.6,0.1,85,4,297,15,0,13,1,0,0,0,1,0,52,22,2498210,13.0,74.25,99.06666666666666
700,781,1.1,0.4,198,5,3508,5,3,13,8,0,0,0,0,1,38,9,508896,1.625,701.6,156.2
701,986,1.5,0.8,183,8,2385,19,1,16,9,1,0,1,0,0,23,4,376800,1.7777777777777777,298.125,51.89473684210526
702,1310,1.4,0.4,105,1,1301,19,1,13,12,0,0,0,0,1,33,14,818896,1.0833333333333333,1301.0,68.94736842105263
703,560,2.0,0.3,81,3,2167,7,1,11,10,1,1,1,0,1,57,18,106160,1.1,722.3333333333334,80.0
704,1348,1.3,0.4,116,5,3914,8,3,10,3,0,0,0,0,1,43,6,102204,3.3333333333333335,782.8,168.5
705,1567,0.5,0.5,119,6,2312,18,2,9,1,0,1,0,0,0,22,9,883445,9.0,385.3333333333333,87.05555555555556
706,1940,0.9,0.7,93,5,2297,8,2,14,6,1,1,0,1,0,17,11,96096,2.3333333333333335,459.4,242.5
707,1979,2.9,1.0,176,3,411,2,0,8,2,1,1,1,1,1,19,9,2039092,4.0,137.0,989.5
708,561,2.1,0.1,193,3,665,4,0,10,0,1,1,1,1,0,2,20,1365170,inf,221.66666666666666,140.25
709,1717,1.3,0.7,130,1,3226,5,3,6,4,1,0,0,1,0,62,4,493290,1.5,3226.0,343.4
710,535,1.5,0.7,113,1,740,18,0,11,10,0,0,1,1,0,48,5,235190,1.1,740.0,29.72222222222222
711,1413,0.5,0.1,185,5,3878,4,3,19,16,0,1,1,0,0,39,16,1369402,1.1875,775.6,353.25
712,1358,2.5,0.6,135,7,3406,11,3,5,1,0,1,0,0,1,20,0,2457675,5.0,486.57142857142856,123.45454545454545
713,1519,2.9,0.7,112,7,2440,10,2,9,5,0,0,0,1,1,30,10,1909644,1.8,348.57142857142856,151.9
714,1254,1.2,0.7,108,5,3959,17,3,10,4,0,1,0,1,0,50,8,468006,2.5,791.8,73.76470588235294
715,1591,2.2,0.4,154,6,3703,20,3,17,6,1,0,1,1,0,49,10,2606072,2.8333333333333335,617.1666666666666,79.55
716,977,2.8,0.6,165,2,3714,10,3,19,3,1,1,0,1,1,35,17,2796724,6.333333333333333,1857.0,97.7
717,1640,0.7,0.8,169,7,337,5,0,16,3,1,0,1,1,0,21,24,766289,5.333333333333333,48.142857142857146,328.0
718,663,0.8,0.6,183,2,3176,2,2,6,2,0,1,0,0,1,25,1,131610,3.0,1588.0,331.5
719,1744,1.0,0.5,112,8,1205,14,1,18,7,1,0,1,0,0,20,4,48824,2.5714285714285716,150.625,124.57142857142857
720,1624,1.6,0.4,150,2,2473,2,2,16,11,0,1,0,0,0,28,18,481611,1.4545454545454546,1236.5,812.0
721,1108,1.3,0.3,169,7,1229,4,0,5,3,1,1,1,1,0,2,34,362336,1.6666666666666667,175.57142857142858,277.0
