specobjid,plate,mjd,petroFlux_z,petroFlux_i,petroFlux_r,run,petroFlux_g,petroR50_z,petroR50_u,fiberid,class
1.25e+19,11068,58488,348.0766,339.2702,301.8893,1035,224.4544,0.6925597,0.7971057,249,STAR
1.25e+19,11078,58437,127.1139,125.1179,108.407,1904,80.18781,0.6276288,0.7753226,984,STAR
1.25e+19,11078,58437,26.86916,29.39079,30.58774,1904,24.42292,0.6772639,0.781759,948,QSO
1.25e+19,11059,58515,51.42887,63.90946,69.61341,1035,72.3253,0.6736234,0.7584221,326,STAR
1.25e+19,11059,58515,271.0959,283.759,142.0522,1035,82.54366,1.016487,0.8436995,441,QSO
1.25e+19,11068,58488,121.0442,116.4256,103.1578,1035,74.39474,0.6923029,0.7643487,703,STAR
1.25e+19,11068,58488,27.49944,26.17045,18.11525,1035,16.59092,0.6489132,0.7094666,669,QSO
1.25e+19,11067,58507,28.61506,25.79866,20.96857,1035,20.65334,0.7661821,0.7480319,375,QSO
1.25e+19,11068,58488,151.6498,147.4818,132.052,1904,100.7423,0.602554,0.7364703,493,STAR
1.25e+19,11060,58523,149.9818,145.2818,129.4877,1904,99.55174,0.5865487,0.7721629,414,STAR
1.25e+19,11078,58437,62.50003,74.82075,88.00296,1035,108.2256,0.6805056,0.9004036,836,QSO
1.25e+19,11059,58515,238.8961,236.963,210.5975,1035,153.7293,0.7727053,0.8114713,292,STAR
1.25e+19,11060,58523,175.2876,168.1567,149.0974,1904,110.3946,0.608927,0.6941397,280,STAR
1.25e+19,11086,58401,407.0109,387.2471,340.5618,2137,246.6505,0.6715181,0.7429581,521,STAR
1.25e+19,11086,58401,45.81414,40.75267,37.03138,2131,31.51744,0.6015495,0.7310151,391,QSO
1.25e+19,11060,58523,113.8162,104.4372,88.44181,1035,87.9386,0.7955011,1.044007,50,QSO
1.25e+19,11068,58488,18.15732,17.55356,17.38125,1904,14.768,0.7044792,0.7510201,476,QSO
1.25e+19,11067,58507,80.83051,79.60719,68.52859,1904,48.73465,0.6525096,0.711022,408,STAR
1.25e+19,11086,58401,109.0273,107.7098,96.1741,2137,72.99097,0.66031,0.7090894,501,STAR
1.25e+19,11067,58507,195.5078,192.0184,171.8735,1035,124.2911,0.6601804,0.7504378,376,STAR
1.25e+19,11068,58488,385.4536,393.7721,350.9324,1904,250.7098,0.6205186,0.6834111,618,STAR
1.25e+19,11060,58523,22.26316,23.16258,23.98721,1904,23.71113,0.6136888,0.6892066,510,QSO
1.25e+19,11068,58488,191.2396,188.7755,171.4948,1904,134.8758,0.6336876,0.7341087,394,STAR
1.25e+19,11060,58523,84.33659,78.40617,72.95506,1904,52.49659,0.6175331,0.7599443,387,STAR
1.25e+19,11067,58507,75.38379,75.53413,66.06834,1043,48.49732,0.6733389,0.8571136,163,STAR
1.25e+19,11086,58401,81.31398,77.66771,67.5885,2131,48.07368,0.6516023,0.7036232,682,STAR
1.25e+19,11060,58523,26.63466,23.29242,18.06609,1904,15.76072,0.6393271,0.696678,838,QSO
1.25e+19,11067,58507,104.5709,100.4114,89.86091,1904,67.80345,0.6591811,0.723036,90,STAR
1.25e+19,11060,58523,139.8763,137.3313,123.0516,1904,89.79612,0.6313943,0.7028209,795,STAR
1.25e+19,11060,58523,100.9125,93.96106,82.57979,1904,58.0293,0.650148,0.6722162,637,STAR
1.25e+19,11059,58515,85.35709,84.17223,75.17731,1904,55.88455,0.6361238,0.7390368,162,STAR
1.25e+19,11078,58437,69.91199,66.92772,58.74202,1035,47.67141,0.6601201,0.851472,551,QSO
1.25e+19,11068,58488,118.0634,111.6315,97.75755,1904,72.83752,0.5619826,0.7881135,218,STAR
1.25e+19,11068,58488,107.1942,106.6637,94.37753,1904,69.39417,0.5759656,0.7995171,459,STAR
1.25e+19,11060,58523,94.97942,93.56557,83.0667,1035,59.43571,0.7953471,0.8947864,796,STAR
1.25e+19,11078,58437,60.90609,53.08273,45.03896,1904,42.12461,0.6420895,0.7501425,676,QSO
1.25e+19,11078,58437,184.5122,175.2679,150.7295,1904,106.1007,0.6313968,0.7445117,588,STAR
1.25e+19,11074,58488,91.63232,95.74652,84.60979,1035,65.40381,0.7091857,0.7825248,946,STAR
1.25e+19,11074,58488,401.037,374.751,319.0128,1035,215.3123,0.7273118,0.7843837,822,STAR
1.25e+19,11078,58437,108.5034,107.5414,98.12871,1904,73.4303,0.6640536,0.7537768,796,STAR
1.25e+19,11060,58523,33.15895,34.54591,30.79863,1035,26.72447,0.7217453,0.888509,398,QSO
1.25e+19,11059,58515,89.30592,87.94644,79.66918,1904,59.42907,0.6394815,0.7416346,374,STAR
1.25e+19,11068,58488,186.7698,181.2799,160.1501,1043,113.5672,0.6662568,0.8091484,927,STAR
1.25e+19,11078,58437,21.33298,18.21808,17.47956,1035,16.49758,0.7571377,0.802831,672,QSO
1.25e+19,11068,58488,161.9173,98.57758,105.8686,1904,99.12156,0.6782852,0.7267765,697,QSO
1.25e+19,11060,58523,432.4878,414.2819,364.1591,1904,259.1248,0.6648872,0.7742322,902,STAR
1.25e+19,11059,58515,317.679,271.2117,214.0292,1904,104.7411,0.6593742,0.7785524,87,STAR
1.25e+19,11059,58515,1440.1,1230.589,917.264,1904,382.324,0.6591271,0.7671501,81,STAR
1.25e+19,11061,58428,254.9806,244.8194,207.3975,1035,139.7511,0.8463377,0.8593236,944,STAR
1.25e+19,11061,58428,74.52106,73.34644,63.13791,1035,45.96009,0.8419502,0.8284171,952,STAR
1.25e+19,11061,58428,80.0567,82.48672,73.6379,1035,56.90586,0.7464988,0.9141159,903,STAR
1.25e+19,11060,58523,378.6964,372.3588,326.3518,1043,230.364,0.7315552,0.8252934,534,STAR
1.25e+19,11068,58488,18.77731,18.07048,21.47422,1035,18.22183,0.6385481,0.7848909,464,QSO
1.25e+19,11078,58437,158.1633,140.2985,96.63243,1904,58.79311,1.025241,0.8369457,754,QSO
1.25e+19,11060,58523,213.0356,200.1575,177.5451,1035,132.0936,0.7880623,0.9014209,442,STAR
1.25e+19,11068,58488,45.06275,49.88485,52.19779,1035,40.15794,0.6424426,0.8158008,223,QSO
1.25e+19,11060,58523,163.3426,157.6429,140.523,1904,102.7174,0.6129377,0.8760031,44,STAR
1.25e+19,11061,58428,74.09676,73.52041,64.3595,1904,44.8459,0.6258757,0.8834573,712,STAR
1.25e+19,11060,58523,11.23841,15.84754,20.77916,1904,32.16446,0.6497512,0.8469941,86,STAR
1.25e+19,11061,58428,247.0983,238.4357,208.2316,1035,147.3765,0.8630774,0.9313861,674,STAR
1.25e+19,11078,58437,439.5439,413.3975,348.316,1904,242.5464,0.6073371,0.8132715,989,STAR
1.25e+19,11068,58488,236.1697,222.3922,198.0697,1035,149.189,0.6807779,0.7784206,349,STAR
1.25e+19,11060,58523,182.6728,183.3053,171.535,1904,138.0597,0.6354812,0.6963636,548,STAR
1.25e+19,11060,58523,385.4578,372.4392,339.9082,1904,263.6016,0.6065665,0.7532184,14,STAR
1.25e+19,11060,58523,22.32904,24.07135,21.46858,1904,18.49178,0.6935859,0.7125559,113,QSO
1.25e+19,11068,58488,75.12129,74.23451,64.65705,1904,49.18848,0.600073,0.7727114,18,STAR
1.25e+19,11068,58488,64.45,60.83461,41.07512,1904,30.22628,0.6855757,0.760077,949,QSO
1.25e+19,11059,58515,121.1713,67.94572,61.51698,1904,56.03197,0.7081335,0.6804053,282,QSO
1.25e+19,11068,58488,277.2351,277.9231,253.9796,1035,196.4375,0.7221146,0.8561475,21,STAR
1.25e+19,11060,58523,89.38795,84.81814,74.55906,1035,56.65633,0.7007968,0.8625058,16,STAR
1.25e+19,11060,58523,149.4122,147.1274,133.1375,1035,100.0404,0.6997998,0.8566372,819,STAR
1.25e+19,11060,58523,77.19322,79.18999,72.36797,1904,57.46789,0.5907544,0.765334,482,STAR
1.25e+19,11068,58488,198.0619,196.4123,173.8974,1043,130.1188,0.689203,0.8747109,522,STAR
1.25e+19,11068,58488,122.0697,124.1495,111.6831,1904,84.32191,0.6101201,0.6670407,977,STAR
1.25e+19,11067,58507,103.37,97.9254,85.07894,1904,59.97371,0.6192873,0.6903281,52,STAR
1.24e+19,11052,58438,48.70348,48.53709,44.33808,1035,31.78317,0.6455838,0.8309656,392,QSO
1.24e+19,11042,58462,80.84846,78.17631,69.04038,1035,50.84094,0.6417038,0.7914602,949,STAR
1.24e+19,11045,58485,95.24905,89.69798,72.64693,1043,54.38921,0.8516138,0.7674437,391,QSO
1.24e+19,11053,58437,5.962102,13.13654,-0.05744626,1035,2.192965,0.5269778,3.351637,586,GALAXY
1.24e+19,11045,58485,96.32713,90.87823,83.30647,1904,62.19432,0.6785018,0.7380101,117,STAR
1.24e+19,11045,58485,157.9079,152.8679,134.0455,1904,99.1535,0.6695524,0.7636389,40,STAR
1.24e+19,11052,58438,213.3696,194.5289,166.6654,1904,118.0238,0.5996608,0.8416021,456,STAR
1.24e+19,11052,58438,76.12386,72.8135,67.11137,1035,49.84482,0.7321484,0.9107808,210,STAR
1.24e+19,11042,58462,143.6012,135.8756,118.0358,1035,85.34848,0.6733703,0.7887782,546,STAR
1.24e+19,11042,58462,133.0011,122.67,102.6644,1035,67.09978,0.6590112,0.7791262,668,STAR
1.24e+19,11053,58437,177.1052,169.2142,155.0977,1035,115.5564,0.7649696,0.8806809,968,STAR
1.24e+19,11040,58456,233.4205,227.5137,205.1755,1904,148.7845,0.6539636,0.7854555,178,STAR
1.24e+19,11042,58462,391.8412,362.1823,308.4214,1035,209.7685,0.772271,0.814716,802,STAR
1.24e+19,11053,58437,32.52211,21.12285,17.53549,1904,17.31633,0.6088698,0.8022448,948,QSO
1.24e+19,11042,58462,175.2538,161.4061,136.8089,1035,91.07165,0.5912599,0.7812547,903,STAR
1.24e+19,11045,58485,36.87445,31.47339,25.55424,1035,24.49754,0.63876,0.8404726,518,QSO
1.24e+19,11045,58485,104.6795,93.68222,79.87295,1035,57.29873,0.7075056,0.7579853,818,STAR
1.24e+19,11052,58438,157.0879,147.919,128.091,1035,89.5318,0.7826691,0.970089,760,STAR
1.24e+19,11052,58438,27.71683,32.40865,24.79467,1035,23.83514,0.7178707,0.8601972,376,QSO
1.24e+19,11040,58456,84.2532,82.8727,74.35091,1904,57.08675,0.6586348,0.7363912,362,STAR
1.24e+19,11052,58438,243.8809,234.7412,201.3173,1035,139.3053,0.7618861,0.9756728,288,STAR
1.24e+19,11045,58485,100.1604,92.81297,78.66354,1043,53.94576,0.6324617,0.7598725,304,STAR
1.24e+19,11053,58437,200.8437,194.1499,175.7666,1904,130.8246,0.6077572,0.7981471,912,STAR
1.24e+19,11052,58438,115.97,114.9212,116.4248,1035,135.9164,0.7169135,0.8742838,217,QSO
1.24e+19,11040,58456,90.51196,83.72593,73.18479,1904,53.95488,0.7164076,0.8051822,1,STAR
1.24e+19,11052,58438,27.1976,20.41826,20.3677,1904,16.92305,0.7863403,0.6951613,882,QSO
1.24e+19,11040,58456,102.1784,94.23548,85.2035,1904,62.11542,0.6640951,0.7793606,450,STAR
1.24e+19,11052,58438,203.7705,196.1901,175.3262,1904,133.7811,0.6018957,0.8034124,422,STAR
1.24e+19,11052,58438,109.666,75.6426,69.99956,1904,48.16501,0.6946728,0.8034014,416,QSO
1.24e+19,11045,58485,65.57796,62.84356,51.90057,1904,42.25833,0.6888513,0.8242726,455,QSO
1.24e+19,11045,58485,154.1989,153.5355,143.2027,1035,112.8276,0.6051574,0.7457156,148,STAR
1.24e+19,11052,58438,158.9519,153.5939,135.3279,1904,95.5492,0.640283,0.7881944,137,STAR
1.24e+19,11052,58438,198.0578,186.4965,164.4477,1904,116.543,0.6330877,0.6743288,650,STAR
1.24e+19,11053,58437,74.22013,70.16043,63.55646,1035,47.32119,0.8022965,0.978175,548,STAR
1.24e+19,11053,58437,74.44489,72.29886,64.50037,1035,47.94267,0.7927708,0.9452382,628,STAR
1.24e+19,11053,58437,68.40388,52.70178,39.99431,1035,39.20244,0.8455471,0.9976293,632,QSO
1.24e+19,11052,58438,81.31648,73.51228,62.82151,1904,42.15333,0.654672,0.7865439,33,STAR
1.24e+19,11045,58485,104.243,100.2472,90.83963,1904,65.93912,0.6870241,0.7355923,460,STAR
1.24e+19,11045,58485,95.2322,92.13382,82.24627,1904,60.02911,0.6128584,0.7696063,86,STAR
1.24e+19,11052,58438,57.43428,51.86485,45.70288,1904,38.9619,0.6702054,0.7600981,884,QSO
1.24e+19,11052,58438,23.48569,25.07232,24.51587,1904,19.86217,0.6496805,0.7386328,214,QSO
1.24e+19,11042,58462,143.2559,152.2058,130.6102,1035,95.91382,0.6884118,0.8189941,894,STAR
1.24e+19,11045,58485,240.6616,227.3018,191.2931,1904,126.2589,0.6666159,0.7292602,567,STAR
1.24e+19,11053,58437,20.54435,19.22416,19.4048,1035,17.83225,0.7126818,0.853838,792,QSO
1.24e+19,11052,58438,94.94507,91.20345,79.40931,1035,57.00669,0.7762086,0.9962493,547,STAR
1.24e+19,11053,58437,71.00668,68.3923,60.17356,1904,43.32835,0.6133967,0.8251519,742,STAR
1.24e+19,11053,58437,300.6043,289.4641,249.5265,1904,174.0798,0.6302392,0.7838923,793,STAR
1.24e+19,11052,58438,208.2164,205.8182,183.1349,1043,133.9484,0.7119141,0.8727605,814,STAR
1.24e+19,11053,58437,127.4829,125.3934,108.616,1035,80.06893,0.8079613,0.862608,882,STAR
1.24e+19,11052,58438,21.71586,25.84316,22.59588,1904,23.5932,0.6416072,0.7764072,601,QSO
1.24e+19,11052,58438,78.74831,74.16589,63.40677,1904,43.41869,0.6290289,0.7042518,313,STAR
1.24e+19,11052,58438,45.83574,29.38975,26.18665,1035,19.86871,0.7502046,0.8901162,119,QSO
1.24e+19,11052,58438,26.74778,33.63863,41.24093,1035,51.69871,0.7182748,0.7853375,354,STAR
1.24e+19,11052,58438,34.64919,28.24904,21.30429,1904,18.06072,0.6864673,0.6989267,310,QSO
1.24e+19,11042,58462,49.92654,49.30867,38.90597,1904,36.70758,0.6196591,0.8174669,875,QSO
1.24e+19,11045,58485,194.8955,191.0064,166.7341,1035,119.1467,0.67938,0.8157319,366,STAR
1.24e+19,11045,58485,112.0944,108.4611,98.75173,1035,74.42751,0.6360476,0.799418,476,STAR
1.24e+19,11045,58485,166.1347,163.4869,152.1192,1035,119.6624,0.6933149,0.7843514,732,STAR
1.24e+19,11052,58438,78.25184,74.25498,68.44583,1904,54.86046,0.6816645,0.7808735,530,STAR
1.23e+19,10902,58396,319.5753,315.7388,285.5834,2207,216.2043,0.5536093,0.6480116,983,STAR
1.23e+19,10904,58402,14.26866,18.64756,17.87624,1345,15.09593,0.4600801,0.6353881,647,QSO
1.23e+19,10904,58402,24.23258,16.22689,15.05027,2207,15.80733,0.6864379,0.6302291,863,QSO
1.21e+19,10720,58250,110.9282,112.1513,99.63955,2207,74.9854,0.6861606,0.7020653,26,STAR
1.21e+19,10722,58281,20.96191,20.60297,17.66777,2207,19.72458,0.6598182,0.7012183,834,QSO
1.21e+19,10720,58250,97.67776,95.95658,85.80664,2207,65.86549,0.7312862,0.8068964,788,STAR
1.21e+19,10761,58283,139.9509,127.1234,107.6637,2207,68.97511,0.5920814,0.6874517,633,STAR
1.21e+19,10761,58283,123.4719,117.3448,104.212,2207,76.90458,0.592698,0.7839566,596,STAR
1.21e+19,10761,58283,67.5446,71.33701,64.29521,2207,50.60082,0.6990244,0.7246412,497,STAR
1.21e+19,10724,58391,83.91373,81.22054,72.94147,2207,56.58328,0.5644646,0.6826223,524,STAR
1.21e+19,10761,58283,42.33976,20.28124,31.59999,2207,29.6624,0.6366068,0.7133962,418,QSO
1.21e+19,10761,58283,237.2063,234.7251,217.6768,2207,177.6597,0.6403228,0.7126594,438,STAR
1.21e+19,10761,58283,15.59659,16.1582,20.7667,2207,27.29875,0.7256005,0.6991652,265,STAR
1.21e+19,10761,58283,83.23974,88.88084,79.20425,2207,58.83437,0.5561126,0.6721239,675,STAR
1.21e+19,10722,58281,19.33421,20.66841,16.1968,2134,16.92455,0.6831776,0.8108984,601,QSO
1.21e+19,10721,58288,306.2025,288.6136,253.1427,2207,179.8667,0.573393,0.7033314,334,STAR
1.21e+19,10721,58288,94.43715,90.70924,82.49902,2207,60.20597,0.576934,0.70792,549,STAR
1.21e+19,10722,58281,152.6217,151.3055,139.7506,2207,109.8657,0.6513652,0.6976219,815,STAR
1.21e+19,10722,58281,168.4819,118.6952,98.64821,2134,69.47578,1.287989,0.9267334,310,QSO
1.21e+19,10761,58283,109.1323,113.1951,100.5916,2207,77.53204,0.6190282,0.7082373,408,STAR
1.16e+19,10290,58099,35.45694,37.78497,31.744,2137,27.85692,0.614371,0.7505305,308,QSO
1.16e+19,10285,58083,14.21543,16.77615,22.66089,2137,29.68147,0.7282006,0.7465613,738,STAR
1.16e+19,10285,58083,313.8417,311.6605,284.5501,2137,221.2333,0.6787953,0.8032538,318,STAR
1.16e+19,10285,58083,78.98448,85.66402,74.58157,2137,50.24972,0.6275612,0.7988401,737,STAR
1.16e+19,10290,58099,286.7791,286.0674,252.2608,2076,178.9232,0.7717896,0.8639338,452,STAR
1.16e+19,10290,58099,257.4145,247.8947,211.3247,2076,141.6872,0.6042498,0.8001712,548,STAR
1.16e+19,10290,58099,37.22179,38.3619,30.51849,2076,26.38787,0.682677,0.7618147,508,QSO
1.16e+19,10290,58099,77.2151,73.52921,64.54601,2137,47.04706,0.6582516,0.7132129,236,STAR
1.16e+19,10290,58099,15.82527,23.36868,20.06903,1889,16.26327,0.6429159,0.8477685,567,QSO
1.16e+19,10290,58099,89.83904,89.33342,80.50785,2137,60.04756,0.6301766,0.7510257,380,STAR
1.16e+19,10285,58083,381.7237,362.8927,320.8011,2137,227.7776,0.678708,0.7338186,622,STAR
1.16e+19,10285,58083,56.47826,35.26114,28.55483,2131,25.20151,0.9406644,0.8269503,721,QSO
1.16e+19,10285,58083,17.32966,21.69382,22.3195,2131,18.65339,0.5598553,0.7066002,114,GALAXY
1.16e+19,10285,58083,203.3056,199.0092,171.5683,2076,118.2069,0.5688164,0.6878003,542,STAR
1.16e+19,10290,58099,30.60189,28.5757,27.68726,2076,21.13834,0.6443331,0.7222984,501,QSO
1.16e+19,10290,58099,109.2331,108.462,101.2454,2076,83.41395,0.6172619,0.8831127,495,STAR
1.16e+19,10285,58083,76.24478,70.57627,60.30264,2076,41.79501,0.5863323,0.7436908,639,STAR
1.16e+19,10290,58099,259.548,252.2922,225.4839,2131,169.6736,0.6804889,0.8211328,292,STAR
1.16e+19,10290,58099,228.786,223.5908,206.3714,2131,157.4072,0.6772944,0.8237482,892,STAR
1.16e+19,10285,58083,17.9737,22.78605,20.82344,2131,17.44994,0.5856968,0.7275518,306,QSO
1.16e+19,10290,58099,30.82253,33.39698,31.91345,2076,23.92836,0.6536745,0.8442292,493,QSO
1.16e+19,10290,58099,118.5687,118.3636,102.2999,2131,70.83067,0.652861,0.7436509,310,STAR
1.16e+19,10285,58083,96.88584,89.53249,79.63009,2137,59.19751,0.6444355,0.7561055,800,STAR
1.16e+19,10290,58099,100.3727,92.01102,79.16763,2131,55.13819,0.7072603,0.8065965,339,STAR
1.16e+19,10290,58099,58.19014,62.50766,52.60549,2131,44.87799,0.7103758,0.803835,343,QSO
1.16e+19,10290,58099,63.39193,67.49554,61.08801,2076,37.25861,0.6247445,0.8078958,571,QSO
1.16e+19,10285,58083,7.611928,3.558989,3.532837,2062,19.50439,0.2618982,0.7344751,486,STAR
1.16e+19,10290,58099,28.57009,27.67073,24.82289,2076,24.07781,0.6100563,0.7979556,574,QSO
1.16e+19,10290,58099,189.6951,177.9267,159.0723,2076,114.7422,0.5956068,0.7114379,518,STAR
1.16e+19,10285,58083,54.81123,49.054,47.06112,2137,37.56029,0.686554,0.7689254,424,QSO
1.16e+19,10290,58099,97.88125,96.96497,86.3741,2076,61.60709,0.6499949,0.7486218,601,STAR
1.16e+19,10285,58083,248.9328,102.5001,173.7543,2131,1614.46,0.6658548,0.7551516,467,STAR
1.16e+19,10285,58083,36.78589,30.52067,26.13298,2131,23.696,0.7319527,0.7047698,466,QSO
1.05e+19,9366,57746,110.1665,103.0479,92.44866,1402,65.19498,0.6211339,0.685177,663,STAR
1.05e+19,9369,58054,172.1433,167.4081,147.1897,1402,105.3567,0.5562534,0.6622007,390,STAR
1.05e+19,9363,57742,38.0614,34.61491,28.97242,1402,26.17426,0.572121,0.7128456,497,QSO
1.05e+19,9368,57817,75.20444,74.77576,65.43198,1331,47.90815,0.5546086,0.7250442,454,STAR
1.05e+19,9360,58055,100.5092,95.11638,85.41438,2137,61.17201,0.6417353,0.7146512,824,STAR
1.05e+19,9369,58054,99.58282,94.19067,85.51198,1402,62.56566,0.5754099,0.6692727,422,STAR
1.05e+19,9362,57801,148.9731,143.089,122.5521,1345,87.20667,0.5678006,0.7127971,670,STAR
1.05e+19,9364,57699,70.48254,67.98478,60.19983,1345,45.9019,0.6481873,0.766652,748,STAR
1.05e+19,9363,57742,124.2728,120.0767,105.2011,1402,76.15997,0.589963,0.6586288,386,STAR
1.05e+19,9362,57801,104.7406,96.52791,86.42282,2076,62.62218,0.6226006,0.7747799,198,STAR
1.05e+19,9359,58056,42.7904,44.34383,41.68731,2131,33.22263,0.6538346,0.737118,499,QSO
1.05e+19,9330,57743,40.79931,45.52406,37.10549,1010,33.00402,1.071932,1.062053,514,QSO
1.05e+19,9356,57809,119.844,116.5827,105.0863,2131,77.43556,0.656606,0.7969005,446,STAR
1.05e+19,9362,57801,89.65442,89.87405,78.73183,1331,56.22018,0.5591523,0.6758733,524,STAR
1.05e+19,9356,57809,268.5657,255.3168,223.049,2137,159.6983,0.6225079,0.7193231,952,STAR
1.05e+19,9359,58056,16.313,20.14642,19.65482,2137,20.01349,0.5542796,0.7163541,506,QSO
1.05e+19,9362,57801,24.2568,18.45755,16.94535,1331,15.32949,0.6276656,0.6400815,607,QSO
1.05e+19,9366,57746,29.7226,30.60863,22.38542,1350,21.53489,0.5470602,0.8341407,355,QSO
1.05e+19,9366,57746,27.8594,30.15435,28.10542,1350,26.5233,0.7091779,0.8292642,762,STAR
1.05e+19,9362,57801,171.5556,160.7554,134.2536,1889,91.77573,0.6765031,0.7548661,969,STAR
1.05e+19,9357,57807,268.6534,257.1647,229.419,1889,163.2243,0.6771539,0.7373294,358,STAR
1.05e+19,9364,57699,23.05942,22.1553,18.04617,1889,17.3794,0.7748342,0.80933,765,QSO
1.05e+19,9364,57699,161.7158,150.6896,130.0038,1350,92.38087,0.6252466,0.7820752,577,STAR
1.05e+19,9356,57809,41.09781,32.95442,8.629058,2131,23.55733,0.7188661,0.7945821,687,QSO
1.05e+19,9366,57746,120.6624,118.4098,106.8661,1350,81.47211,0.6931803,0.9563088,481,STAR
1.05e+19,9354,57806,347.8236,324.1091,274.6761,2137,187.044,0.6568781,0.7431734,954,STAR
1.05e+19,9356,57809,124.1154,117.8999,101.978,2137,70.28594,0.6463639,0.7357317,614,STAR
1.05e+19,9361,58055,71.41794,68.69355,62.17773,2243,45.94109,0.6729753,0.698462,493,STAR
1.05e+19,9361,58055,224.4554,214.7567,182.21,2243,130.1714,0.7072083,0.7990784,538,STAR
1.05e+19,9363,57742,240.9346,230.2663,201.7551,1350,142.3618,0.6919802,0.9648537,622,STAR
1.05e+19,9354,57806,151.4527,141.793,128.539,2131,95.56134,0.773109,0.8012916,819,STAR
1.05e+19,9362,57801,81.17635,77.86985,65.99104,1345,44.94435,0.5967973,0.7114563,595,STAR
1.05e+19,9357,57807,196.6999,190.1985,164.3143,1889,116.5583,0.6917191,0.8306236,759,STAR
1.05e+19,9357,57807,39.14228,50.40584,67.10515,1889,91.19418,0.7326926,0.8933278,783,STAR
1.05e+19,9357,57807,33.60172,27.58515,26.30452,1889,25.70947,0.7559208,0.9241584,862,QSO
1.05e+19,9364,57699,160.6283,155.3646,136.5331,2076,100.9275,0.6357825,0.7460293,733,STAR
1.05e+19,9364,57699,227.4323,225.077,198.5946,2076,147.9925,0.6602905,0.8052256,739,STAR
1.05e+19,9354,57806,18.81754,23.85813,30.84571,2137,39.83397,0.7121963,0.75247,194,STAR
1.05e+19,9360,58055,136.0124,131.2721,115.4593,2137,83.58331,0.709515,0.7558494,441,STAR
1.05e+19,9354,57806,89.7382,90.39046,79.98669,2131,59.77498,0.6963009,0.8545812,879,STAR
1.05e+19,9364,57699,165.9454,125.8234,85.99044,1345,46.4981,1.106024,0.8354243,632,QSO
1.05e+19,9366,57746,27.74574,35.08475,27.76603,1345,26.32398,0.5409418,0.6884354,6,QSO
1.05e+19,9369,58054,428.5742,417.202,373.2464,1345,276.4697,0.608515,0.7772114,118,STAR
1.05e+19,9368,57817,13.78168,20.6453,25.06281,1345,31.26944,0.5075209,0.6519668,834,STAR
1.05e+19,9361,58055,269.6718,265.7052,242.4085,2243,178.9762,0.6211752,0.6947405,620,STAR
1.05e+19,9366,57746,129.0506,124.6403,110.777,1345,83.6964,0.6137992,0.788649,233,STAR
1.05e+19,9368,57817,132.8658,127.7644,111.7131,1345,77.59628,0.591871,0.6563348,833,STAR
1.05e+19,9363,57742,48.71405,54.35605,56.80039,1402,40.5773,0.5654932,0.6665106,464,QSO
1.05e+19,9366,57746,117.5103,107.4395,97.09576,1350,69.34368,0.6354246,0.8523393,482,STAR
1.05e+19,9364,57699,38.50739,28.85329,23.23861,2076,18.13973,0.8057249,0.8831161,362,QSO
1.05e+19,9354,57806,64.00159,1.678255,0.4673135,1889,25.51132,0.6952882,0.6759815,516,QSO
1.05e+19,9361,58055,404.6319,391.2685,348.917,2243,252.2185,0.6697441,0.709426,795,STAR
1.05e+19,9366,57746,274.1001,268.2815,232.5862,1402,163.1599,0.5864853,0.7094024,506,STAR
1.05e+19,9357,57807,146.1664,141.9464,129.2259,2076,98.54197,0.6585457,0.7314129,962,STAR
1.05e+19,9357,57807,72.66396,71.20628,65.90292,2076,50.96547,0.6536971,0.7489187,505,GALAXY
1.05e+19,9359,58056,132.8133,130.5456,119.5539,2243,92.6179,0.6471965,0.7058204,637,STAR
1.05e+19,9360,58055,100.8717,96.06564,86.57626,2243,64.92545,0.6302264,0.7304143,53,STAR
1.05e+19,9368,57817,72.26839,69.16809,61.3877,1331,44.51915,0.6293997,0.7299415,518,STAR
1.05e+19,9354,57806,293.9384,286.5574,254.5568,2131,188.0552,0.6565701,0.774408,72,STAR
1.05e+19,9364,57699,199.7952,201.9339,167.9456,2076,97.61266,0.6711853,0.6672052,922,STAR
1.05e+19,9360,58055,173.8552,171.8327,149.4321,2076,108.7649,0.6628819,0.8658486,430,STAR
1.05e+19,9368,57817,182.0243,176.7426,156.5494,1331,114.7484,0.6255441,0.6987581,533,STAR
1.05e+19,9356,57809,160.0229,154.7614,134.7881,2137,95.34048,0.6185216,0.7478978,747,STAR
1.05e+19,9360,58055,217.7895,194.3316,129.8497,2076,85.21973,1.311345,0.9145098,579,QSO
1.05e+19,9368,57817,49.78613,26.79151,21.43765,1889,20.93879,0.7486135,0.8273635,223,QSO
1.05e+19,9364,57699,411.1617,411.4006,372.2377,1889,280.7622,0.7319515,0.8135041,237,STAR
1.05e+19,9368,57817,217.9456,207.2852,185.765,1402,137.5156,0.5538658,0.6944213,594,STAR
1.05e+19,9363,57742,62.88942,62.77703,52.87189,1402,47.97751,0.6467575,0.6684956,730,QSO
1.05e+19,9363,57742,329.1714,316.0497,283.7826,1331,221.1482,0.5376875,0.627588,47,STAR
1.05e+19,9357,57807,27.51822,30.96052,28.23565,1331,20.27686,0.5640093,0.6909378,588,QSO
1.05e+19,9357,57807,24.31635,23.26763,16.1686,2076,16.07717,0.667655,0.7372956,442,QSO
1.05e+19,9368,57817,76.48156,75.6561,67.43799,2076,49.69962,0.6843558,0.7915315,80,STAR
