phone_id,battery_power,clock_speed,m_dep,mobile_wt,n_cores,ram,talk_time,price_range,sc_h,sc_w,blue,dual_sim,four_g,touch_screen,wifi,int_memory,total_camera,total_pixels,has_front_camera,has_primary_camera
442,-1.160809680848663,2.3,0.8,111,4,-1.5394107704200977,16,0,17,10.0,0,1,0,1,1,-0.49762511019497674,9,102942,1,1
443,-0.6468700872598007,0.5,0.3,134,2,-1.5569470674307806,2,0,17,6.330049261083744,1,0,0,0,0,0.9906362230108067,11,241224,0,1
444,-1.2585946477704375,0.5,0.8,82,7,1.0015063701277909,2,3,15,7.0,0,1,1,1,1,-1.048833011382304,23,1312473,1,1
445,0.5310976537978569,2.8,0.5,130,6,-1.052086306123227,7,1,12,11.0,0,1,0,1,0,0.2189451613485486,11,2532288,1,1
446,-0.8765510560760621,2.0,0.6,200,2,1.4546812034038583,8,3,15,8.0,1,0,1,1,0,-1.600040912569631,26,498760,1,1
447,0.5242754468033145,2.1,0.7,123,7,-0.9902477850855559,3,0,8,1.0,0,0,0,1,0,-1.3244369619759675,0,450934,0,0
448,0.16269847609256632,2.3,0.9,135,8,-0.8767233360163985,8,0,16,6.330049261083744,1,1,0,0,0,1.3764817538419358,15,399161,1,1
449,0.9449782114667638,1.8,0.3,146,7,-0.9736344510754353,14,1,8,1.0,0,0,0,1,1,-1.1590745916197693,3,2035296,1,1
450,-0.7651216751652027,0.7,0.3,134,7,1.1870219332408043,15,3,12,11.0,1,0,0,0,1,-1.600040912569631,12,867375,1,1
451,0.4765199978415176,1.4,1.0,156,3,-0.8767233360163985,6,1,12,9.0,0,1,0,1,0,-0.3322627398387786,29,3315200,1,1
452,0.8926746245086051,0.9,0.1,198,7,-1.6833929985078095,13,0,13,5.0,0,1,1,0,0,-1.600040912569631,14,337185,1,1
453,0.8403710375504466,1.8,0.4,183,2,-1.5098759544021056,8,0,15,11.0,0,1,0,0,1,-0.22202115960131313,20,1173054,1,1
454,1.7113394638536954,2.7,0.9,145,2,-0.3617099817026601,8,2,5,3.0,1,0,1,1,0,1.7623272846730647,18,1401850,1,1
455,0.2513871670216178,2.0,0.3,114,5,0.582481167872527,4,2,11,3.0,0,1,0,0,0,1.6520857044355992,31,457024,1,1
456,0.7971637265850113,2.5,0.8,195,1,0.4495744957915623,16,2,8,2.0,0,0,1,0,0,1.0457570131295395,23,1411830,1,1
457,1.3770513211211168,2.3,0.7,158,8,-0.3700166487077204,14,1,5,1.0,1,1,0,1,1,1.0457570131295395,4,470106,1,1
458,-1.1971947848195559,0.5,0.2,84,2,0.06008410955429056,4,1,16,12.0,1,1,1,1,1,0.16382437122981588,13,674064,1,1
459,-0.6059368452925462,1.7,0.7,107,3,-0.20757516060876346,19,1,16,8.0,1,0,1,0,1,1.2111193834857377,4,715050,0,1
460,0.38100909991792375,0.5,0.8,98,3,1.6521952855241808,2,3,9,8.0,0,1,1,0,1,0.10870358111108318,7,1389222,1,1
461,0.1149430271307694,0.9,1.0,178,6,-0.9985544520906162,11,0,6,2.0,0,0,1,1,0,-0.3873835299575113,22,687735,1,1
462,-0.6968996052197785,1.3,0.7,154,7,1.5617449114690798,9,3,8,7.0,0,0,0,1,1,1.7623272846730647,3,1439424,1,1
463,1.1564666282975786,0.9,0.7,94,3,0.21883374565099845,19,2,17,2.0,1,0,1,1,0,0.8803946427733412,25,1071057,1,1
464,-0.15112304565638493,2.1,0.1,95,3,-0.9394848200546319,5,1,7,3.0,1,1,0,0,0,0.49454911194221224,11,2475576,1,1
465,-0.2511820815763404,1.4,0.4,84,5,0.7910708059995967,12,3,14,9.0,1,0,0,1,0,1.155998593367005,26,834330,1,1
466,-1.3063500967322346,1.2,0.9,106,5,-0.07651441452892321,19,1,17,15.0,0,1,0,1,0,-0.22202115960131313,5,1128738,0,1
467,-1.6497345154575362,0.5,0.1,186,4,-0.7216655519219396,9,0,5,1.0,1,0,1,1,0,0.6599114822984103,18,536673,1,1
468,1.1450962833066747,2.3,0.4,170,7,0.44772856979043774,10,2,12,3.0,0,1,1,0,1,0.6047906921796776,21,308493,1,1
469,0.6220604137250892,1.7,0.7,162,7,0.19391374463581756,7,2,15,7.0,1,0,0,1,1,-1.434678542213433,29,181220,1,1
470,1.6999691188627915,0.5,0.1,165,8,-0.47154257876956845,3,1,17,12.0,0,1,1,1,1,1.0457570131295395,23,382956,1,1
471,-0.6218553282798118,1.5,1.0,109,2,-0.910872967037202,10,0,9,8.0,1,1,0,1,0,-1.048833011382304,19,129740,1,1
472,-0.3899002904653696,2.4,0.6,122,8,-1.4037352093374462,11,0,16,14.0,1,1,1,0,0,0.4394283218234795,18,982566,1,1
473,0.7835193125959264,1.6,0.8,118,3,1.4094560163763077,9,3,14,10.0,1,0,1,0,0,0.5496699020609449,15,237050,1,1
474,0.9427041424685829,0.5,0.9,176,4,1.689113805546671,18,3,19,4.0,0,1,1,1,1,0.27406595146728135,8,797895,1,1
475,0.4424089628688055,1.6,0.7,133,8,-1.7230804075319865,4,0,11,9.0,0,0,0,1,1,-1.5449201224508984,18,224519,1,1
476,-1.076669127915973,2.9,0.1,153,7,-0.9773263030776843,16,0,11,1.0,0,0,1,1,0,-0.7732290607886403,0,4758,0,0
477,1.3793253901192977,0.5,0.3,96,1,-0.3635559077037846,6,1,9,5.0,1,1,0,0,0,1.5969649143168665,22,202940,1,1
478,-1.1062320248923236,0.5,0.7,87,7,1.6014323204932568,16,3,7,5.0,0,1,0,0,0,0.8803946427733412,14,119392,1,1
479,1.6135544969319207,2.8,0.1,100,5,1.3891508303639382,17,3,9,7.0,0,1,0,1,0,-0.8834706410261057,18,1224140,1,1
480,-0.36715960048356155,2.5,1.0,174,3,-0.14758256557221686,6,1,6,2.0,0,1,1,1,0,0.7150322724171431,4,1169688,0,1
481,-0.6968996052197785,0.5,0.7,104,4,-0.614601843856718,19,0,6,1.0,1,0,1,1,0,1.5418441241981338,3,288904,1,1
482,1.6590358768955369,0.9,0.8,115,3,0.1828381886290705,7,2,9,8.0,0,0,0,0,1,-0.5527459003137094,7,1083999,0,1
483,-0.26482649556542526,1.2,0.6,120,4,1.0762663731733335,13,2,11,2.0,0,0,0,1,1,-1.6551617026883638,23,261490,1,1
484,0.7948896575868305,0.5,0.8,159,1,1.0587300761626508,17,3,18,6.330049261083744,0,0,1,1,0,1.5969649143168665,13,1696016,0,1
485,-1.4496164436176253,2.1,0.3,101,4,-1.1139248271608981,12,0,9,1.0,0,0,0,0,0,-0.3322627398387786,22,278932,1,1
486,0.8562895205377122,0.5,0.1,132,4,1.2580900842840979,3,3,16,2.0,0,0,0,0,1,-0.9385914311448385,30,781232,1,1
487,0.7971637265850113,2.2,0.1,128,4,1.6946515835500446,14,3,16,14.0,1,1,0,0,1,1.4316025439606685,6,1828827,1,1
488,0.4060238588979126,2.7,0.9,114,6,-1.4166566913453178,6,0,11,3.0,1,0,1,0,1,1.321360963723203,6,814606,1,1
489,1.0427631783885383,0.7,0.1,95,1,1.4546812034038583,8,3,15,9.0,1,0,1,1,0,0.10870358111108318,4,298304,1,1
490,0.20817985605618244,1.3,0.3,83,5,-1.5338729924167243,11,0,14,6.0,1,1,0,0,1,-1.600040912569631,31,1236760,1,1
491,0.5401939297905802,0.5,0.7,148,2,1.4020723123718097,6,3,15,10.0,0,0,1,0,1,0.6047906921796776,2,3527908,0,1
492,0.7744230366032032,1.5,0.2,142,6,-0.3801692417139052,10,1,16,4.0,1,0,0,1,1,-0.27714194972004585,18,1233204,0,1
493,0.08765419915259973,3.0,0.3,200,4,-1.5652537344358408,14,0,9,4.0,0,0,1,1,1,0.49454911194221224,3,983180,0,1
494,-0.3398707725053919,0.9,0.7,145,5,0.5907878348775873,10,2,13,12.0,1,1,1,0,1,-1.6551617026883638,27,800724,1,1
495,0.9654448324503909,2.5,0.3,169,4,-0.0377499685053085,18,2,7,1.0,1,1,1,0,0,-0.27714194972004585,27,1195809,1,1
496,1.6158285659301015,1.8,0.8,186,5,-0.9228714860445113,9,1,17,10.0,0,0,0,0,0,-0.6629874805511748,4,306656,0,1
497,-0.22844139159453236,1.1,0.6,109,3,-0.07097663652554968,18,2,6,6.330049261083744,0,0,1,1,1,0.8803946427733412,19,414041,1,1
498,-1.2585946477704375,2.7,0.3,174,6,-0.8324211119894103,18,0,8,6.330049261083744,0,0,0,0,1,-0.828349850907373,27,630750,1,1
499,1.4793844260392532,2.8,1.0,132,1,1.427915276387553,3,3,5,1.0,0,0,1,1,1,-0.05665878924511498,15,188020,1,1
500,-0.8674547800833389,2.0,0.2,195,7,0.8999804400659428,13,2,17,5.0,1,1,0,1,0,-0.828349850907373,12,148836,1,1
501,1.5089473230156036,2.8,0.8,124,8,-1.6446285524841948,18,0,11,8.0,0,1,0,1,0,0.9906362230108067,15,1590806,1,1
502,-0.03059738875280221,2.4,0.1,155,5,-0.14296775056940558,15,1,16,8.0,1,0,0,1,0,-0.9385914311448385,0,824880,0,0
503,-0.3921743594635504,1.6,0.6,131,5,0.5566382038567839,17,2,6,6.330049261083744,0,0,0,1,1,0.3843075317047468,22,635986,1,1
504,0.717571311648683,0.5,1.0,124,3,1.3937656453667493,18,3,7,4.0,1,1,0,0,0,-1.4897993323321657,23,623705,1,1
505,0.22409833904344809,0.5,0.8,186,2,0.05085447954866801,16,1,7,4.0,0,0,0,0,1,-0.05665878924511498,33,30912,1,1
506,1.563524978971943,1.7,0.4,172,3,0.33512708372184263,14,2,6,1.0,1,1,1,0,0,0.05358279099235046,3,1136174,1,1
507,-0.8401659521051692,1.3,0.1,104,2,1.6051241724955059,11,3,13,3.0,0,1,0,0,0,0.10870358111108318,7,257642,1,1
508,0.08992826815078053,0.5,0.1,104,8,-0.8951825960276436,20,0,7,1.0,1,1,0,0,1,1.2111193834857377,17,435750,1,1
509,1.2155924222502796,2.5,0.6,170,6,1.3300811983279537,13,3,17,6.0,1,0,1,0,1,-0.001537999126382259,34,1788480,1,1
510,0.9608966944540294,0.8,1.0,109,7,-1.16376482919126,2,1,9,8.0,1,1,1,0,1,-1.434678542213433,3,794178,1,1
511,0.45377930785970955,2.2,0.6,176,7,-1.1591500141884485,9,0,19,13.0,0,0,1,1,1,-0.001537999126382259,6,1135829,0,1
512,0.9608966944540294,1.4,0.3,119,2,-1.4157337283447555,9,0,9,2.0,1,0,0,1,1,-0.1669003694825804,0,461496,0,0
513,1.3815994591174785,0.6,0.7,159,1,-0.7308951819275622,11,1,15,6.0,1,0,0,1,1,-0.7181082706699076,3,64159,1,1
514,0.04899502618352601,2.0,0.2,123,7,0.07669744356441115,10,2,12,11.0,1,1,1,0,1,-0.49762511019497674,12,1188265,1,1
515,-1.652008584455717,0.5,0.9,83,3,0.44772856979043774,15,2,18,14.0,1,1,0,1,1,-0.9385914311448385,22,460401,1,1
516,-1.4950978235812415,2.2,0.7,185,5,0.6406278369079491,9,2,19,17.0,0,0,0,0,1,1.4867233340794013,6,1295239,0,1
517,1.4407252530701795,2.3,0.7,134,3,-0.15681219557783943,15,2,9,4.0,1,0,0,0,1,0.6599114822984103,21,577881,1,1
518,-1.254046509774076,1.3,0.6,151,4,1.1916367482436154,8,3,14,6.0,1,0,1,1,0,0.9906362230108067,29,672184,1,1
519,-0.4012706354562736,2.5,0.9,160,1,1.5488234294612082,16,3,7,3.0,1,1,0,0,1,-1.214195381738502,19,2883972,1,1
520,0.9995558674231031,2.3,0.5,192,1,-1.431424099354314,19,0,5,3.0,1,1,0,0,0,-1.3795577520947002,25,736934,1,1
521,0.4060238588979126,0.5,0.9,166,4,0.003783366519992989,12,1,13,9.0,1,0,1,0,1,0.7150322724171431,29,374556,1,1
522,-0.37398180747810394,2.4,0.9,103,6,-0.16327293658177522,18,1,13,1.0,0,1,1,1,1,-1.2693161718572348,16,900592,1,1
523,1.3497624931429473,0.7,0.6,90,7,0.7873789539973477,18,2,18,7.0,0,0,0,0,0,-1.6551617026883638,8,121644,1,1
524,-0.4535742224144322,1.3,0.8,200,8,-0.46692776376675715,10,1,7,1.0,0,0,1,1,1,-1.1039538015010366,0,2608956,0,0
525,-0.40809284245081606,2.4,0.1,134,3,1.468525648412292,11,3,15,13.0,0,0,0,1,0,1.5969649143168665,26,3090508,1,1
526,0.835822899554085,1.4,0.1,154,4,1.226709342264981,20,3,13,8.0,0,0,0,0,1,1.3764817538419358,7,2168348,1,1
527,1.5680731169683046,1.8,1.0,187,3,1.5248263914465896,13,3,7,2.0,1,0,1,1,1,-0.7181082706699076,29,1091780,1,1
528,1.4475474600647218,0.5,0.7,91,1,0.5418707958477877,6,3,7,2.0,1,1,1,0,1,1.2662401736044704,28,3499484,1,1
529,-0.2511820815763404,1.1,0.9,135,8,-0.6376759188707743,11,1,5,6.330049261083744,1,0,1,0,0,0.7701530625358758,19,1188082,1,1
530,1.1587406972957595,1.7,0.5,146,3,1.7011123245539803,3,3,16,12.0,0,1,1,0,1,-0.9937122212635712,13,1060006,1,1
531,0.39692758290518937,0.5,0.3,117,5,1.1611789692250611,2,3,16,5.0,0,1,0,0,0,1.0457570131295395,16,96679,1,1
532,-0.9402249880251248,0.5,0.1,86,2,1.0642678541660242,2,3,8,6.0,0,1,1,0,1,-0.49762511019497674,0,394902,0,0
533,0.7971637265850113,1.4,0.1,100,8,1.7029582505551049,18,3,16,8.0,1,0,1,0,1,-0.3322627398387786,19,2942807,1,1
534,-1.5997049974975586,0.5,0.5,145,8,0.5067982018264221,10,2,14,8.0,1,1,1,0,0,1.2111193834857377,23,666690,1,1
535,1.2315109052375453,0.5,0.1,190,4,0.6009404278837721,14,3,19,17.0,1,0,0,1,1,-0.27714194972004585,17,1947253,1,1
536,0.9836373844358374,0.6,0.1,129,2,0.19483670763637984,7,2,10,4.0,0,1,1,0,0,1.5969649143168665,18,223024,1,1
537,1.3247477341629583,0.9,0.3,114,1,0.28159522968923184,6,2,7,4.0,0,0,1,1,1,-1.1039538015010366,27,174891,1,1
538,-0.36943366948174233,2.6,0.7,119,6,-1.138844828176079,9,0,18,3.0,1,0,1,1,0,0.3291867415860141,11,118035,1,1
539,-1.606527204492101,0.8,0.1,193,5,-1.2892877972677266,8,0,13,5.0,1,1,0,1,0,-1.3244369619759675,13,1642402,1,1
540,-1.0493802999378035,2.6,0.9,148,5,1.6254293585078754,7,3,14,10.0,1,0,0,0,0,-0.11177957936384769,20,216027,1,1
541,-0.04878994073824866,0.5,0.5,182,4,-0.3820151677150297,9,1,7,3.0,1,0,0,0,1,-0.828349850907373,16,396896,1,1
542,0.9495263494631253,1.6,1.0,117,7,0.6747774679287526,20,2,14,3.0,1,1,0,1,1,-0.8834706410261057,2,287680,0,1
543,-0.12156014868003447,1.9,0.4,152,8,0.2972856006987902,3,2,16,2.0,0,0,0,1,1,-0.05665878924511498,7,1374354,0,1
544,-1.5041940995739647,2.4,0.9,161,6,-1.2099129792193726,19,0,11,7.0,0,0,1,1,1,0.27406595146728135,28,1576150,1,1
545,-1.1403430598650357,2.4,0.6,193,4,0.7624589529821668,10,2,7,6.330049261083744,1,1,0,1,0,0.935515432892074,23,1142603,1,1
546,-1.2153873368050023,2.2,0.2,186,6,1.41037897937687,15,2,7,1.0,0,1,0,1,1,1.155998593367005,10,254263,1,1
547,-1.6224456874793667,0.5,0.5,137,8,-0.21588182761382377,12,1,18,3.0,1,1,0,1,0,1.0457570131295395,16,415794,1,1
548,-1.6702011364411635,0.5,0.1,166,1,-1.3142077982829075,15,0,17,15.0,1,1,0,0,1,-0.8834706410261057,14,1277055,1,1
549,-1.0129951959669106,1.2,0.6,176,4,0.9359759970878708,12,3,6,1.0,0,1,1,1,1,0.3291867415860141,8,2225190,1,1
550,-1.522386651559411,0.6,0.1,184,8,0.633244132903451,7,1,7,6.0,0,1,0,0,1,0.3843075317047468,11,287471,1,1
551,0.7994377955831921,1.9,1.0,160,5,-0.39124479772065224,4,1,11,4.0,0,1,1,0,1,-0.6078666904324421,21,885960,1,1
552,-1.2085651298104598,0.5,0.1,194,2,-0.25095442163518944,12,1,17,14.0,0,0,1,1,1,-0.8834706410261057,0,1548716,0,0
553,-1.0721209899196116,1.9,0.2,185,6,0.29543967469766563,6,1,6,1.0,0,0,1,1,1,-0.7181082706699076,33,271000,1,1
554,0.25366123601979856,0.5,0.8,181,8,0.14961152060882932,8,1,15,1.0,1,1,1,1,0,0.9906362230108067,4,200736,0,1
555,-0.2761968405563293,0.6,0.2,146,2,-0.11250997155085117,14,2,8,7.0,1,1,0,1,1,-0.05665878924511498,7,2046766,0,1
556,-1.358653683690393,1.1,0.9,192,1,1.356847125344259,19,2,7,5.0,1,0,1,1,1,-1.3795577520947002,3,316503,0,1
557,-0.537714775347122,0.8,0.5,83,2,-0.36817072270659584,19,1,16,5.0,0,1,1,0,1,0.16382437122981588,4,1904520,0,1
558,0.38555723791428537,2.1,0.9,89,5,1.6863449165449842,3,3,8,6.0,1,1,0,0,1,0.7150322724171431,24,666944,1,1
559,1.504399185019242,2.0,0.5,190,8,-1.1766863111991315,4,1,5,1.0,1,1,0,1,1,0.49454911194221224,7,1455552,1,1
560,-1.1653578188450247,2.9,0.1,101,8,-0.6266003628640273,8,0,17,2.0,0,0,0,1,0,0.6047906921796776,0,506160,0,0
561,0.694830621666875,2.3,0.1,113,8,-0.7613529609461166,18,1,8,7.0,0,0,1,1,0,0.7150322724171431,32,202252,1,1
562,0.49016441183060244,1.6,0.2,160,4,-1.2975944642727868,10,0,14,10.0,1,0,1,1,1,-0.6078666904324421,16,204600,1,1
563,-0.019227043761898176,2.2,0.8,123,5,-1.0493174171215403,9,0,11,5.0,1,1,0,1,1,-0.3322627398387786,13,281216,1,1
564,0.7130231736523215,1.2,0.3,180,8,0.44403671778818876,12,2,13,6.0,0,0,1,0,0,1.155998593367005,28,282940,1,1
565,0.6379788967123549,2.1,0.7,200,1,0.7264633959602388,15,2,11,10.0,0,0,0,1,0,-0.001537999126382259,10,208152,0,1
566,-1.172180025839567,1.9,0.3,102,1,0.1976055966380666,17,2,19,9.0,1,0,0,1,1,-0.11177957936384769,11,2788767,1,1
567,-0.10791573469094962,2.4,0.9,169,1,-1.01239889709905,8,0,14,6.0,0,1,0,1,1,-1.048833011382304,9,324527,1,1
568,-0.16021932164910815,1.3,0.1,90,8,0.9673567391069875,17,3,9,4.0,0,0,0,0,1,1.5969649143168665,19,250902,1,1
569,-0.02150111276007898,0.5,0.8,191,2,-0.4226255397397689,17,1,17,6.0,0,1,0,0,1,-0.9937122212635712,31,225360,1,1
570,1.1814813872775676,0.5,0.6,190,8,-0.21034404961045022,15,2,6,2.0,1,0,1,0,0,-1.048833011382304,25,1420368,1,1
571,0.1172170961289502,0.5,0.1,143,6,-0.8407277789944706,15,1,9,8.0,0,0,0,1,1,-1.600040912569631,4,665400,0,1
572,-1.5110163065685072,2.8,0.1,90,6,1.055961187160964,10,2,8,7.0,0,1,0,1,0,0.3291867415860141,33,334906,1,1
573,0.07400978516351488,0.5,0.1,113,7,-1.550486326426845,14,0,15,14.0,1,0,0,0,1,-0.001537999126382259,27,2631150,1,1
574,-0.15567118365274654,1.2,0.4,83,8,-0.9708655620737485,8,0,6,4.0,1,0,0,1,0,-0.11177957936384769,19,46494,1,1
575,0.06946164716715326,1.3,0.8,118,2,-1.3474344663031488,5,1,18,5.0,1,0,0,0,0,1.1008778032482722,29,3066240,1,1
576,0.11266895813258859,2.8,0.1,121,2,0.9267463670822482,2,3,17,6.0,0,1,0,0,0,0.9906362230108067,35,2129193,1,1
577,0.29004633999069146,0.7,0.1,150,2,1.2700886032914072,3,3,13,11.0,1,1,1,0,0,0.10870358111108318,9,387528,0,1
578,0.7585045536159376,0.8,0.8,169,5,1.233170083268917,10,3,6,3.0,1,1,1,1,1,-1.3244369619759675,15,713749,1,1
579,0.8835783485158819,0.9,0.1,180,6,0.9978145181255419,16,3,12,6.0,0,1,1,1,0,-0.001537999126382259,25,56264,1,1
580,1.0518594543812616,0.5,0.9,115,2,1.4694486114128542,10,3,11,6.330049261083744,1,0,1,1,0,0.7701530625358758,28,301392,1,1
581,1.504399185019242,0.5,0.9,171,1,1.6540412115253054,18,3,15,5.0,1,1,1,0,1,1.2662401736044704,1,1159094,0,1
582,1.6726802908846217,1.0,0.3,80,7,-1.1665337181929467,6,0,7,4.0,0,0,0,0,1,-0.442504320076244,17,136250,1,1
583,-0.09427132070186478,0.5,0.1,129,5,0.7015433949450579,14,2,19,7.0,1,1,0,1,1,-0.6629874805511748,19,365940,1,1
584,-1.4814534095921565,2.3,0.7,170,1,0.6018633908843344,14,2,9,2.0,1,1,0,1,0,-1.434678542213433,20,1097316,1,1
585,-0.6923514672234169,1.1,0.8,112,5,-1.0225514901052348,9,0,12,7.0,0,0,0,0,1,-0.442504320076244,19,1625393,1,1
586,-0.09881945869822639,2.0,0.1,82,4,-1.0567011211260382,17,0,13,9.0,0,1,1,0,0,-0.49762511019497674,10,179300,1,1
587,1.3975179421047441,1.0,0.4,92,1,0.6000174648832098,17,3,14,4.0,1,0,0,0,0,-0.49762511019497674,17,394102,1,1
588,-0.1693155976418314,1.0,0.9,95,8,1.0928797071834542,3,3,15,3.0,0,0,1,0,1,-0.7181082706699076,22,1242216,1,1
589,0.6220604137250892,0.5,0.1,88,3,1.3679226813510061,6,3,12,10.0,1,0,1,1,1,-0.7732290607886403,25,2046863,1,1
590,-0.014678905765536564,2.9,0.3,169,5,-0.8010403699702936,16,0,16,10.0,0,1,1,0,0,-0.442504320076244,18,292049,1,1
591,1.3065551821775119,0.6,0.2,198,3,-1.2606759442502966,14,0,9,3.0,1,1,1,1,0,-1.4897993323321657,8,441428,0,1
592,-0.6650626392452471,2.6,0.1,166,3,1.472217500414541,4,3,15,7.0,1,1,0,1,0,-1.4897993323321657,37,3007158,1,1
593,-1.135794921868674,2.3,0.1,88,3,-1.5227974364099772,6,0,7,6.0,1,1,1,0,1,1.4316025439606685,6,1615872,1,1
594,-1.2153873368050023,2.7,0.2,80,1,-0.925640375046198,10,0,9,3.0,1,0,1,1,1,-0.1669003694825804,18,1671972,1,1
595,0.9654448324503909,0.5,0.6,147,4,-0.7281262929258754,15,1,8,5.0,1,0,0,0,0,0.4394283218234795,15,1469295,0,1
596,1.6544877388991752,1.4,0.9,185,8,-0.8674937060107759,20,2,11,2.0,1,1,0,1,0,0.4394283218234795,20,2378439,1,1
597,-0.04424180274188705,1.0,0.7,196,5,-1.3105159462806584,6,0,11,3.0,0,1,0,1,1,-0.828349850907373,4,483406,0,1
598,-1.4246016846376364,0.7,0.6,181,5,0.9636648871047384,6,2,14,9.0,1,0,0,0,0,0.16382437122981588,18,1730078,1,1
599,0.954074487459487,1.4,0.7,182,1,1.2534752692812865,15,3,10,1.0,1,0,1,0,1,0.3843075317047468,5,214020,0,1
600,0.05581723317806843,0.5,0.3,175,5,-0.8693396320119005,17,1,14,3.0,0,0,0,0,1,1.7623272846730647,30,335174,1,1
601,0.35599434093793486,2.8,0.6,118,3,1.1519493392194384,16,3,11,2.0,1,0,1,1,0,1.2662401736044704,1,1397434,0,1
602,-1.4041350636540093,2.7,0.1,151,4,0.6240145028978286,5,2,6,1.0,1,1,0,1,1,1.2111193834857377,20,394940,0,1
603,-1.3336389247104041,0.5,0.6,142,3,-1.4397307663593741,9,0,18,12.0,0,1,0,0,1,1.4316025439606685,3,362384,1,1
604,-0.1443008386618425,0.6,0.1,145,2,0.9488974790957424,12,2,9,4.0,0,0,0,0,0,-0.3873835299575113,22,205637,1,1
605,-1.5405792035448576,1.0,0.1,163,8,1.1962515632464268,5,2,16,2.0,1,0,0,1,1,-1.1590745916197693,10,578592,0,1
606,-0.23071546059271317,2.2,0.9,173,5,-1.6695485534993757,17,0,15,14.0,0,0,1,0,0,-1.600040912569631,13,1606250,1,1
607,1.3565847001374896,2.3,0.1,193,7,-1.547717437425158,14,0,18,17.0,1,0,1,0,0,-1.1590745916197693,17,224455,1,1
608,-0.15567118365274654,2.9,0.4,169,6,0.22252559765324748,2,1,16,8.0,0,1,0,1,1,0.4394283218234795,7,292068,1,1
609,0.8108081405740961,0.8,0.7,85,4,1.6208145435050643,9,3,14,10.0,1,1,1,0,1,0.6599114822984103,20,1882112,0,1
610,1.0927926963485162,2.0,0.3,122,8,-1.5347959554172865,5,0,6,3.0,1,0,0,0,0,-1.1039538015010366,7,216960,0,1
611,1.2087702152557371,2.3,0.8,128,7,-0.5952196208449106,17,1,6,1.0,0,1,0,0,0,-1.3795577520947002,6,1375072,0,1
612,0.16724661408892794,0.5,0.8,163,2,-0.957944080065877,14,1,17,16.0,0,1,1,0,0,-0.22202115960131313,0,2285982,0,0
613,1.4543696670592643,1.5,0.3,139,5,0.5409478328472256,3,2,8,2.0,0,1,1,1,1,1.321360963723203,18,102297,1,1
614,1.4384511840719987,2.0,0.1,81,7,0.017627811528426816,12,2,13,12.0,1,0,1,1,1,-0.6629874805511748,21,148016,1,1
615,-0.7196402952015866,1.5,0.9,188,7,-0.885952966022021,4,0,19,6.0,0,1,1,1,1,0.16382437122981588,16,1405128,1,1
616,1.6749543598828025,1.5,0.9,128,8,0.8058382140085928,13,2,5,4.0,1,0,1,1,0,-0.8834706410261057,17,52400,1,1
617,-0.06016028572915269,2.6,0.3,102,4,0.11453892658746362,4,2,14,3.0,0,0,1,1,1,0.7701530625358758,9,1047865,1,1
618,0.4355867558742631,0.9,0.1,179,3,-1.2671366852542325,17,0,17,8.0,1,0,0,0,1,1.321360963723203,8,515514,1,1
619,1.6362951869137288,1.9,0.2,190,2,-0.6607499938848308,3,1,16,5.0,1,1,0,0,0,-1.5449201224508984,3,193648,0,1
620,1.3588587691356704,2.1,0.2,184,7,0.8741374760501996,5,3,7,3.0,1,1,1,1,0,-0.11177957936384769,15,339480,0,1
621,-1.549675479537581,1.6,0.5,125,3,-0.7567381459433054,3,0,12,8.0,1,0,0,0,1,-0.442504320076244,0,1487265,0,0
622,-1.5906087215048352,0.6,0.1,145,7,1.3586930513453837,9,2,14,5.0,1,1,0,0,0,-0.6078666904324421,23,330049,1,1
623,-0.8151511931251804,0.5,0.5,172,8,0.929515256083935,6,2,8,7.0,0,1,0,1,1,0.6599114822984103,16,567672,1,1
624,0.2968685469852339,1.8,0.5,162,1,1.5977404684910077,18,3,18,4.0,1,1,0,1,1,0.10870358111108318,13,402031,1,1
625,-0.29438939254177576,2.7,0.4,98,1,-0.5546092488201714,7,1,15,10.0,1,1,0,1,1,0.3843075317047468,10,2485717,1,1
626,-0.8992917460578702,1.8,0.1,166,5,1.4288382393881152,20,3,12,1.0,0,1,0,0,1,-0.8834706410261057,6,1075176,0,1
627,-1.4564386506121678,2.3,0.7,196,2,1.078112299174458,7,2,8,4.0,0,1,0,0,1,-0.6078666904324421,17,797640,1,1
628,-0.6059368452925462,2.7,1.0,126,4,0.8399878450293963,19,2,12,7.0,1,1,0,0,1,-1.4897993323321657,3,560592,1,1
629,1.6044582209391975,0.5,0.1,197,6,-1.4221944693486914,13,1,17,14.0,1,0,1,1,0,0.2189451613485486,23,2088200,1,1
630,-0.03059738875280221,0.7,0.6,138,7,0.5077211648269844,15,2,12,11.0,0,1,1,1,0,-1.6551617026883638,1,238917,0,1
631,-1.3518314766958506,1.3,0.5,114,1,0.23729300566224357,19,2,9,6.330049261083744,1,1,1,0,1,-0.11177957936384769,23,1885560,1,1
632,1.5476064959846774,1.5,0.8,150,4,-0.6773633278949514,12,1,19,13.0,0,0,1,0,1,0.8803946427733412,11,362064,1,1
633,-1.677023343435706,2.3,0.3,131,4,0.20406633764200238,2,1,13,12.0,0,0,1,0,1,1.2111193834857377,31,548856,1,1
634,0.8676598655286163,2.2,0.2,185,3,-1.4018892833363217,18,0,6,6.330049261083744,1,1,1,0,0,-0.11177957936384769,3,859456,0,1
